"";"LotArea";"LotShape";"Utilities";"LandSlope";"HouseStyle";"OverallCond";"YearBuilt";"YearRemodAdd";"BsmtCond";"TotalBsmtSF";"Heating";"HeatingQC";"CentralAir";"KitchenQual";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"GarageCond";"PoolArea";"PoolQC";"MoSold";"YrSold";"SalePrice"
"1419";"9204 m2";"Reg";"AllPub";"Gtl";"1Story";5;1963;1963;"TA";1144;"GasA";"TA";"Y";"TA";0;NA;1;336;"TA";0;NA;8;2008;124000
"1420";"16381 m2";"IR1";"AllPub";"Gtl";"1Story";5;1969;1969;"TA";1844;"GasA";"Gd";"Y";"Gd";1;"TA";2;540;"TA";0;NA;12;2006;223000
"1421";"11700 m2";"Reg";"AllPub";"Gtl";"2Story";6;1968;1968;"TA";708;"GasA";"Gd";"Y";"TA";1;"TA";2;776;"TA";0;NA;5;2006;179900
"1422";"4043 m2";"Reg";"AllPub";"Gtl";"1Story";5;1977;1977;"TA";1069;"GasA";"TA";"Y";"TA";1;"Fa";2;440;"TA";0;NA;7;2010;127500
"1423";"4435 m2";"Reg";"AllPub";"Gtl";"1Story";5;2003;2003;"TA";848;"GasA";"Ex";"Y";"Gd";0;NA;2;420;"TA";0;NA;3;2008;136500
"1424";"19690 m2";"IR1";"AllPub";"Gtl";"SLvl";7;1966;1966;"TA";697;"GasA";"TA";"Y";"Gd";1;"Gd";2;432;"Gd";738;"Gd";8;2006;274970
"1425";"9503 m2";"Reg";"AllPub";"Gtl";"1Story";5;1958;1983;"TA";1024;"GasA";"TA";"Y";"TA";1;"TA";1;484;"TA";0;NA;6;2007;144000
"1426";"10721 m2";"IR1";"AllPub";"Gtl";"1Story";6;1959;1959;"TA";1252;"GasA";"Ex";"Y";"Gd";0;NA;2;528;"TA";0;NA;10;2008;142000
"1427";"10944 m2";"IR1";"AllPub";"Gtl";"2Story";5;1994;1994;"TA";1223;"GasA";"Ex";"Y";"Gd";2;"TA";2;525;"TA";0;NA;8;2008;271000
"1428";"10930 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1945;1950;"TA";913;"GasA";"TA";"Y";"TA";1;"TA";1;288;"TA";0;NA;4;2008;140000
"1429";"7200 m2";"Reg";"AllPub";"Gtl";"1Story";7;1940;1992;"TA";788;"GasA";"TA";"Y";"Gd";2;"Gd";1;240;"TA";0;NA;2;2010;119000
"1430";"12546 m2";"IR1";"AllPub";"Gtl";"1Story";7;1981;1981;"TA";1440;"GasA";"Ex";"Y";"Gd";1;"TA";2;467;"TA";0;NA;4;2007;182900
"1431";"21930 m2";"IR3";"AllPub";"Gtl";"2Story";5;2005;2005;"Gd";732;"GasA";"Ex";"Y";"TA";1;"Gd";2;372;"TA";0;NA;7;2006;192140
"1432";"4928 m2";"IR1";"AllPub";"Gtl";"1Story";6;1976;1976;"TA";958;"GasA";"TA";"Y";"TA";0;NA;2;440;"TA";0;NA;10;2009;143750
"1433";"10800 m2";"Reg";"AllPub";"Gtl";"1Story";6;1927;2007;"TA";656;"GasA";"TA";"Y";"TA";0;NA;1;216;"Fa";0;NA;8;2007;64500
"1434";"10261 m2";"IR1";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";936;"GasA";"Ex";"Y";"TA";1;"TA";2;451;"TA";0;NA;5;2008;186500
"1435";"17400 m2";"Reg";"AllPub";"Mod";"1Story";5;1977;1977;"TA";1126;"GasA";"Fa";"Y";"TA";1;"Gd";2;484;"TA";0;NA;5;2006;160000
"1436";"8400 m2";"Reg";"AllPub";"Gtl";"1Story";9;1962;2005;"TA";1319;"GasA";"TA";"Y";"Gd";1;"Gd";2;462;"TA";0;NA;7;2008;174000
"1437";"9000 m2";"Reg";"AllPub";"Gtl";"1Story";6;1971;1971;"TA";864;"GasA";"TA";"Y";"TA";0;NA;2;528;"TA";0;NA;5;2007;120500
"1438";"12444 m2";"Reg";"AllPub";"Gtl";"1Story";5;2008;2008;"TA";1932;"GasA";"Ex";"Y";"Ex";1;"Gd";3;774;"TA";0;NA;11;2008;394617
"1439";"7407 m2";"Reg";"AllPub";"Gtl";"1Story";7;1957;1996;"TA";912;"GasA";"TA";"Y";"TA";0;NA;2;923;"TA";0;NA;4;2010;149700
"1440";"11584 m2";"Reg";"AllPub";"Gtl";"SLvl";6;1979;1979;"TA";539;"GasA";"TA";"Y";"TA";1;"TA";2;550;"TA";0;NA;11;2007;197000
"1441";"11526 m2";"IR1";"AllPub";"Mod";"2.5Fin";7;1922;1994;"TA";588;"GasA";"Fa";"Y";"TA";1;"Gd";2;672;"TA";0;NA;9;2008;191000
"1442";"4426 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";848;"GasA";"Ex";"Y";"Gd";1;"TA";2;420;"TA";0;NA;5;2008;149300
"1443";"11003 m2";"Reg";"AllPub";"Gtl";"2Story";5;2008;2008;"TA";1017;"GasA";"Ex";"Y";"Ex";1;"Ex";3;812;"TA";0;NA;4;2009;310000
"1444";"8854 m2";"Reg";"AllPub";"Gtl";"1.5Unf";6;1916;1950;"TA";952;"Grav";"Fa";"N";"Fa";1;"Gd";1;192;"Po";0;NA;5;2009;121000
"1445";"8500 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";1422;"GasA";"Ex";"Y";"Gd";0;NA;2;626;"TA";0;NA;11;2007;179600
"1446";"8400 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1966;1966;"TA";814;"GasA";"Gd";"Y";"TA";0;NA;1;240;"TA";0;NA;5;2007;129000
"1447";"26142 m2";"IR1";"AllPub";"Gtl";"1Story";7;1962;1962;"TA";1188;"GasA";"TA";"Y";"TA";0;NA;1;312;"TA";0;NA;4;2010;157900
"1448";"10000 m2";"Reg";"AllPub";"Gtl";"2Story";5;1995;1996;"TA";1220;"GasA";"Ex";"Y";"Gd";1;"TA";2;556;"TA";0;NA;12;2007;240000
"1449";"11767 m2";"Reg";"AllPub";"Gtl";"2Story";7;1910;2000;"TA";560;"GasA";"Gd";"N";"TA";0;NA;1;384;"TA";0;NA;5;2007;112000
"1450";"1533 m2";"Reg";"AllPub";"Gtl";"SFoyer";7;1970;1970;"TA";630;"GasA";"Ex";"Y";"Ex";0;NA;0;0;NA;0;NA;8;2006;92000
"1451";"9000 m2";"Reg";"AllPub";"Gtl";"2Story";5;1974;1974;"TA";896;"GasA";"TA";"Y";"TA";0;NA;0;0;NA;0;NA;9;2009;136000
"1452";"9262 m2";"Reg";"AllPub";"Gtl";"1Story";5;2008;2009;"TA";1573;"GasA";"Ex";"Y";"Ex";1;"Gd";3;840;"TA";0;NA;5;2009;287090
"1453";"3675 m2";"Reg";"AllPub";"Gtl";"SLvl";5;2005;2005;"TA";547;"GasA";"Gd";"Y";"TA";0;NA;2;525;"TA";0;NA;5;2006;145000
"1454";"17217 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1140;"GasA";"Ex";"Y";"TA";0;NA;0;0;NA;0;NA;7;2006;84500
"1455";"7500 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2005;"TA";1221;"GasA";"Ex";"Y";"Gd";0;NA;2;400;"TA";0;NA;10;2009;185000
"1456";"7917 m2";"Reg";"AllPub";"Gtl";"2Story";5;1999;2000;"TA";953;"GasA";"Ex";"Y";"TA";1;"TA";2;460;"TA";0;NA;8;2007;175000
"1457";"13175 m2";"Reg";"AllPub";"Gtl";"1Story";6;1978;1988;"TA";1542;"GasA";"TA";"Y";"TA";2;"TA";2;500;"TA";0;NA;2;2010;210000
"1458";"9042 m2";"Reg";"AllPub";"Gtl";"2Story";9;1941;2006;"Gd";1152;"GasA";"Ex";"Y";"Gd";2;"Gd";1;252;"TA";0;NA;5;2010;266500
"1459";"9717 m2";"Reg";"AllPub";"Gtl";"1Story";6;1950;1996;"TA";1078;"GasA";"Gd";"Y";"Gd";0;NA;1;240;"TA";0;NA;4;2010;142125
"1460";"9937 m2";"Reg";"AllPub";"Gtl";"1Story";6;1965;1965;"TA";1256;"GasA";"Gd";"Y";"TA";0;NA;1;276;"TA";0;NA;6;2008;147500
"1461";"11622 m2";"Reg";"AllPub";"Gtl";"1Story";6;1961;1961;"TA";882;"GasA";"TA";"Y";"TA";0;NA;1;730;"TA";0;NA;6;2010;0
"1462";"14267 m2";"IR1";"AllPub";"Gtl";"1Story";6;1958;1958;"TA";1329;"GasA";"TA";"Y";"Gd";0;NA;1;312;"TA";0;NA;6;2010;0
"1463";"13830 m2";"IR1";"AllPub";"Gtl";"2Story";5;1997;1998;"TA";928;"GasA";"Gd";"Y";"TA";1;"TA";2;482;"TA";0;NA;3;2010;0
"1464";"9978 m2";"IR1";"AllPub";"Gtl";"2Story";6;1998;1998;"TA";926;"GasA";"Ex";"Y";"Gd";1;"Gd";2;470;"TA";0;NA;6;2010;0
"1465";"5005 m2";"IR1";"AllPub";"Gtl";"1Story";5;1992;1992;"TA";1280;"GasA";"Ex";"Y";"Gd";0;NA;2;506;"TA";0;NA;1;2010;0
"1466";"10000 m2";"IR1";"AllPub";"Gtl";"2Story";5;1993;1994;"TA";763;"GasA";"Gd";"Y";"TA";1;"TA";2;440;"TA";0;NA;4;2010;0
"1467";"7980 m2";"IR1";"AllPub";"Gtl";"1Story";7;1992;2007;"TA";1168;"GasA";"Ex";"Y";"TA";0;NA;2;420;"TA";0;NA;3;2010;0
"1468";"8402 m2";"IR1";"AllPub";"Gtl";"2Story";5;1998;1998;"TA";789;"GasA";"Gd";"Y";"TA";1;"Gd";2;393;"TA";0;NA;5;2010;0
"1469";"10176 m2";"Reg";"AllPub";"Gtl";"1Story";5;1990;1990;"TA";1300;"GasA";"Gd";"Y";"Gd";1;"Po";2;506;"TA";0;NA;2;2010;0
"1470";"8400 m2";"Reg";"AllPub";"Gtl";"1Story";5;1970;1970;"TA";882;"GasA";"TA";"Y";"TA";0;NA;2;525;"TA";0;NA;4;2010;0
"1471";"5858 m2";"IR1";"AllPub";"Gtl";"1Story";5;1999;1999;"TA";1405;"GasA";"Ex";"Y";"Gd";1;"Fa";2;511;"TA";0;NA;6;2010;0
"1472";"1680 m2";"Reg";"AllPub";"Gtl";"2Story";5;1971;1971;"TA";483;"GasA";"TA";"Y";"TA";0;NA;1;264;"TA";0;NA;2;2010;0
"1473";"1680 m2";"Reg";"AllPub";"Gtl";"2Story";5;1971;1971;"TA";525;"GasA";"TA";"Y";"TA";0;NA;1;320;"TA";0;NA;3;2010;0
"1474";"2280 m2";"Reg";"AllPub";"Gtl";"2Story";6;1975;1975;"TA";855;"GasA";"TA";"Y";"Gd";1;"TA";2;440;"TA";0;NA;6;2010;0
"1475";"2280 m2";"Reg";"AllPub";"Gtl";"1Story";6;1975;1975;"TA";836;"GasA";"Ex";"Y";"TA";0;NA;1;308;"TA";0;NA;6;2010;0
"1476";"12858 m2";"IR1";"AllPub";"Gtl";"2Story";5;2009;2010;"TA";1590;"GasA";"Ex";"Y";"Ex";1;"Gd";3;751;"TA";0;NA;1;2010;0
"1477";"12883 m2";"IR1";"AllPub";"Gtl";"1Story";5;2009;2010;"TA";1544;"GasA";"Ex";"Y";"Gd";0;NA;3;868;"TA";0;NA;6;2010;0
"1478";"11520 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2005;"TA";1698;"GasA";"Ex";"Y";"Ex";1;"Gd";3;730;"TA";0;NA;6;2010;0
"1479";"14122 m2";"IR1";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";1822;"GasA";"Ex";"Y";"Ex";1;"Gd";3;678;"TA";0;NA;2;2010;0
"1480";"14300 m2";"Reg";"AllPub";"Mod";"1Story";5;2003;2004;"TA";2846;"GasA";"Ex";"Y";"Ex";2;"Gd";3;958;"TA";0;NA;6;2010;0
"1481";"13650 m2";"Reg";"AllPub";"Gtl";"2Story";5;2002;2002;"TA";1671;"GasA";"Ex";"Y";"Gd";1;"Ex";3;756;"TA";0;NA;6;2010;0
"1482";"7132 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1370;"GasA";"Ex";"Y";"Gd";1;"Gd";2;484;"TA";0;NA;4;2010;0
"1483";"18494 m2";"IR1";"AllPub";"Gtl";"1Story";5;2005;2005;"TA";1324;"GasA";"Ex";"Y";"Gd";0;NA;2;430;"TA";0;NA;1;2010;0
"1484";"3203 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1145;"GasA";"Ex";"Y";"Gd";0;NA;2;437;"TA";0;NA;1;2010;0
"1485";"13300 m2";"IR1";"AllPub";"Gtl";"SLvl";5;2004;2004;"TA";384;"GasA";"Ex";"Y";"Gd";1;"Gd";2;400;"TA";0;NA;6;2010;0
"1486";"8577 m2";"IR1";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";847;"GasA";"Ex";"Y";"Gd";1;"Gd";2;433;"TA";0;NA;4;2010;0
"1487";"17433 m2";"IR2";"AllPub";"Gtl";"2Story";5;1998;1998;"TA";1629;"GasA";"Ex";"Y";"Gd";1;"TA";3;962;"TA";0;NA;1;2010;0
"1488";"8987 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";1595;"GasA";"Ex";"Y";"Gd";1;"Gd";3;880;"TA";0;NA;5;2010;0
"1489";"9215 m2";"Reg";"AllPub";"Gtl";"1Story";5;2009;2010;"TA";1218;"GasA";"Ex";"Y";"Gd";0;NA;2;676;"TA";0;NA;4;2010;0
"1490";"10440 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2005;"TA";1468;"GasA";"Ex";"Y";"Gd";1;"Gd";2;528;"TA";0;NA;5;2010;0
"1491";"11920 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";831;"GasA";"Ex";"Y";"Gd";0;NA;2;484;"TA";0;NA;4;2010;0
"1492";"9800 m2";"Reg";"AllPub";"Gtl";"1Story";5;1920;1950;"TA";816;"GasA";"TA";"N";"TA";0;NA;1;429;"TA";0;NA;4;2010;0
"1493";"15410 m2";"IR1";"AllPub";"Gtl";"1Story";6;1974;2002;"TA";1208;"GasA";"Ex";"Y";"TA";2;"Fa";2;461;"TA";0;NA;4;2010;0
"1494";"13143 m2";"IR1";"AllPub";"Gtl";"2Story";5;1993;1993;"TA";1231;"GasA";"Ex";"Y";"Gd";1;"TA";3;762;"TA";0;NA;6;2010;0
"1495";"11134 m2";"Reg";"AllPub";"Gtl";"2Story";5;1992;1993;"TA";1390;"GasA";"Ex";"Y";"Gd";1;"TA";3;713;"TA";0;NA;6;2010;0
"1496";"4835 m2";"IR1";"AllPub";"Gtl";"1Story";5;2004;2005;"TA";1488;"GasA";"Ex";"Y";"Gd";1;"Gd";2;506;"TA";0;NA;3;2010;0
"1497";"3515 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";840;"GasA";"Ex";"Y";"Gd";0;NA;2;588;"TA";0;NA;1;2010;0
"1498";"3215 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";600;"GasA";"Ex";"Y";"Gd";0;NA;2;480;"TA";0;NA;4;2010;0
"1499";"2544 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2005;"TA";600;"GasA";"Ex";"Y";"Gd";0;NA;2;480;"TA";0;NA;2;2010;0
"1500";"2544 m2";"Reg";"AllPub";"Gtl";"2Story";5;2005;2005;"TA";600;"GasA";"Ex";"Y";"Gd";0;NA;2;480;"TA";0;NA;5;2010;0
"1501";"2980 m2";"Reg";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";756;"GasA";"Ex";"Y";"Gd";0;NA;2;440;"TA";0;NA;5;2010;0
"1502";"2403 m2";"IR1";"AllPub";"Gtl";"2Story";5;2003;2003;"TA";530;"GasA";"Ex";"Y";"Gd";0;NA;2;496;"TA";0;NA;6;2010;0
"1503";"12853 m2";"IR1";"AllPub";"Gtl";"1Story";5;2010;2010;"Po";1642;"GasA";"Ex";"Y";"Gd";1;"Gd";3;852;"TA";0;NA;4;2010;0
"1504";"7379 m2";"IR1";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";975;"GasA";"Ex";"Y";"Gd";1;"TA";2;592;"TA";0;NA;4;2010;0
"1505";"8000 m2";"Reg";"AllPub";"Gtl";"1Story";5;2002;2002;"TA";1492;"GasA";"Ex";"Y";"Gd";1;"Gd";2;596;"TA";0;NA;4;2010;0
"1506";"10456 m2";"IR1";"AllPub";"Gtl";"1Story";6;1967;1967;"TA";1829;"GasA";"Gd";"Y";"TA";0;NA;2;535;"TA";0;NA;5;2010;0
"1507";"10791 m2";"Reg";"AllPub";"Gtl";"2Story";5;1993;1993;"TA";1280;"GasA";"Ex";"Y";"Gd";1;"TA";2;660;"TA";0;NA;3;2010;0
"1508";"18837 m2";"IR1";"AllPub";"Gtl";"1.5Fin";5;1978;1978;"TA";1224;"GasA";"TA";"Y";"TA";1;"TA";2;678;"TA";0;NA;4;2010;0
"1509";"9600 m2";"Reg";"AllPub";"Gtl";"2Story";6;1971;1971;"TA";715;"GasA";"TA";"Y";"TA";0;NA;2;441;"TA";0;NA;6;2010;0
"1510";"9600 m2";"Reg";"AllPub";"Gtl";"1Story";5;1966;1966;"TA";1232;"GasA";"TA";"Y";"TA";0;NA;2;490;"TA";0;NA;4;2010;0
"1511";"9900 m2";"Reg";"AllPub";"Gtl";"1Story";5;1966;1966;"TA";1209;"GasA";"Gd";"Y";"TA";0;NA;2;504;"TA";0;NA;4;2010;0
"1512";"9680 m2";"Reg";"AllPub";"Gtl";"1Story";6;1967;1967;"TA";1510;"GasA";"Ex";"Y";"Gd";0;NA;2;517;"TA";0;NA;4;2010;0
"1513";"10600 m2";"IR1";"AllPub";"Gtl";"SLvl";5;1964;1964;"TA";533;"GasA";"TA";"Y";"TA";0;NA;2;480;"TA";0;NA;5;2010;0
"1514";"13260 m2";"IR1";"AllPub";"Gtl";"1Story";6;1962;2001;"TA";1728;"GasA";"TA";"Y";"TA";0;NA;0;0;NA;0;NA;1;2010;0
"1515";"9724 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1952;2002;"TA";1140;"GasA";"Gd";"Y";"TA";2;"Gd";2;400;"TA";0;NA;3;2010;0
"1516";"17360 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1949;1950;"TA";782;"GasA";"TA";"Y";"TA";1;"Gd";2;470;"TA";0;NA;1;2010;0
"1517";"11380 m2";"IR1";"AllPub";"Gtl";"SFoyer";8;1966;2008;"TA";1080;"GasA";"Gd";"Y";"Gd";1;"Gd";1;315;"TA";0;NA;1;2010;0
"1518";"8267 m2";"Reg";"AllPub";"Gtl";"1Story";5;1958;1958;"TA";1604;"GasA";"TA";"Y";"TA";0;NA;2;576;"TA";0;NA;3;2010;0
"1519";"8197 m2";"Reg";"AllPub";"Gtl";"1Story";5;2003;2009;"TA";1480;"GasA";"Ex";"Y";"Gd";0;NA;2;620;"TA";0;NA;2;2010;0
"1520";"8050 m2";"IR1";"AllPub";"Gtl";"1Story";5;1959;1959;"TA";1143;"GasA";"TA";"Y";"TA";0;NA;1;308;"TA";0;NA;5;2010;0
"1521";"10725 m2";"IR1";"AllPub";"Gtl";"1Story";5;1959;1959;"TA";1206;"GasA";"Fa";"Y";"TA";0;NA;1;312;"TA";0;NA;5;2010;0
"1522";"10032 m2";"Reg";"AllPub";"Gtl";"1Story";5;1959;1959;"TA";1244;"GasA";"Ex";"Y";"TA";2;"Gd";2;440;"TA";0;NA;6;2010;0
"1523";"8382 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1956;1956;"TA";832;"GasA";"TA";"Y";"TA";0;NA;1;263;"TA";0;NA;2;2010;0
"1524";"10950 m2";"Reg";"AllPub";"Gtl";"1Story";7;1952;1952;"TA";864;"GasA";"TA";"Y";"Fa";0;NA;1;318;"TA";0;NA;5;2010;0
"1525";"10895 m2";"Reg";"AllPub";"Gtl";"1Story";6;1955;1955;"TA";972;"GasA";"TA";"Y";"TA";0;NA;1;305;"TA";0;NA;6;2010;0
"1526";"13587 m2";"Reg";"AllPub";"Gtl";"1Story";5;1958;1958;"TA";988;"GasA";"TA";"Y";"TA";0;NA;1;264;"TA";0;NA;4;2010;0
"1527";"7898 m2";"Reg";"AllPub";"Gtl";"1Story";7;1920;1994;"TA";576;"GasA";"Gd";"Y";"TA";0;NA;2;676;"TA";0;NA;4;2010;0
"1528";"8064 m2";"Reg";"AllPub";"Gtl";"1.5Fin";8;1948;2004;"TA";816;"GasA";"TA";"Y";"TA";0;NA;1;280;"TA";0;NA;5;2010;0
"1529";"7635 m2";"IR1";"AllPub";"Gtl";"1Story";6;1960;1960;"TA";1175;"GasA";"Ex";"Y";"TA";0;NA;2;484;"TA";0;NA;6;2010;0
"1530";"9760 m2";"Reg";"AllPub";"Mod";"1Story";7;1963;1984;"TA";1395;"GasA";"TA";"Y";"TA";1;"TA";2;440;"TA";0;NA;5;2010;0
"1531";"4800 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1900;1954;"TA";709;"GasA";"TA";"Y";"TA";2;"Gd";1;240;"TA";0;NA;1;2010;0
"1532";"4485 m2";"Reg";"AllPub";"Gtl";"1Story";7;1920;1950;"TA";936;"GasA";"TA";"Y";"TA";1;"Gd";0;0;NA;0;NA;5;2010;0
"1533";"5805 m2";"Reg";"AllPub";"Mod";"1Story";7;1957;1957;"TA";1347;"GasA";"Gd";"Y";"Gd";0;NA;2;551;"TA";0;NA;6;2010;0
"1534";"6900 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1938;2000;"TA";827;"GasA";"Gd";"Y";"Fa";0;NA;1;240;"TA";0;NA;1;2010;0
"1535";"11851 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1948;2009;"TA";1027;"GasA";"Ex";"Y";"Gd";1;"Gd";1;240;"TA";0;NA;6;2010;0
"1536";"8239 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1920;1962;"TA";1008;"GasA";"TA";"Y";"TA";0;NA;1;315;"TA";0;NA;3;2010;0
"1537";"9656 m2";"Reg";"AllPub";"Gtl";"1Story";2;1923;1970;"Fa";678;"GasA";"TA";"N";"TA";1;"Gd";2;780;"Fa";0;NA;6;2010;0
"1538";"9600 m2";"Reg";"AllPub";"Gtl";"2Story";9;1900;2003;"TA";930;"GasW";"TA";"N";"Gd";0;NA;1;288;"TA";0;NA;4;2010;0
"1539";"9000 m2";"Reg";"AllPub";"Gtl";"2Story";9;1890;2002;"Fa";346;"GasA";"Ex";"Y";"Gd";0;NA;2;624;"TA";0;NA;4;2010;0
"1540";"9045 m2";"Reg";"AllPub";"Gtl";"2Story";3;1910;1950;"TA";840;"Grav";"Fa";"N";"Fa";0;NA;0;0;NA;0;NA;6;2010;0
"1541";"10560 m2";"Reg";"AllPub";"Gtl";"2Story";7;1922;1994;"TA";738;"GasA";"Ex";"Y";"TA";0;NA;2;624;"TA";0;NA;6;2010;0
"1542";"5830 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1950;1997;"TA";988;"GasA";"Ex";"Y";"TA";0;NA;1;363;"TA";0;NA;3;2010;0
"1543";"7793 m2";"IR1";"AllPub";"Gtl";"2.5Unf";7;1922;2005;"TA";1108;"GasA";"TA";"N";"Gd";1;"Gd";1;315;"TA";0;NA;5;2010;0
"1544";"5000 m2";"Reg";"AllPub";"Gtl";"1Story";7;1925;1950;"TA";765;"GasA";"TA";"N";"Gd";0;NA;1;200;"TA";0;NA;4;2010;0
"1545";"6000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1939;1950;"Gd";608;"GasA";"TA";"Y";"TA";0;NA;1;240;"TA";0;NA;4;2010;0
"1546";"6000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1940;1950;"TA";572;"GasA";"Ex";"Y";"TA";2;"Gd";2;576;"TA";0;NA;3;2010;0
"1547";"6360 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1942;1950;"TA";835;"GasA";"TA";"Y";"Gd";2;"Fa";1;240;"TA";0;NA;3;2010;0
"1548";"6000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1948;1950;"TA";780;"GasA";"TA";"Y";"TA";0;NA;1;312;"TA";0;NA;3;2010;0
"1549";"6240 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1936;1980;"Fa";528;"GasA";"Gd";"Y";"TA";0;NA;2;624;"TA";0;NA;5;2010;0
"1550";"6240 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1930;1950;"TA";928;"GasA";"TA";"Y";"TA";1;"Gd";2;480;"TA";0;NA;3;2010;0
"1551";"6120 m2";"Reg";"AllPub";"Gtl";"1Story";5;1923;1950;"Fa";1124;"GasA";"TA";"Y";"TA";1;"Gd";1;288;"TA";0;NA;3;2010;0
"1552";"8094 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1915;1950;"TA";888;"GasA";"Ex";"Y";"TA";1;"TA";2;572;"TA";0;NA;6;2010;0
"1553";"12900 m2";"Reg";"AllPub";"Gtl";"2Story";8;1912;2009;"TA";780;"GasA";"Ex";"Y";"Gd";0;NA;0;0;NA;0;NA;5;2010;0
"1554";"3068 m2";"Reg";"AllPub";"Gtl";"2Story";8;1920;1993;"TA";662;"GasA";"Ex";"Y";"TA";0;NA;1;180;"TA";0;NA;2;2010;0
"1555";"15263 m2";"IR1";"AllPub";"Gtl";"1Story";5;1959;1959;"TA";1422;"GasA";"Gd";"Y";"TA";2;"Gd";1;365;"TA";0;NA;5;2010;0
"1556";"10632 m2";"IR1";"AllPub";"Gtl";"1.5Fin";3;1917;1950;"Fa";689;"GasA";"Gd";"N";NA;0;NA;1;180;"Fa";0;NA;1;2010;0
"1557";"9900 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1915;1950;"TA";1212;"GasA";"TA";"N";"TA";0;NA;0;0;NA;0;NA;2;2010;0
"1558";"6001 m2";"IR1";"AllPub";"Mod";"1.5Fin";5;1940;1950;"TA";600;"GasA";"Ex";"N";"TA";0;NA;1;231;"TA";0;NA;3;2010;0
"1559";"6449 m2";"IR1";"AllPub";"Gtl";"2Story";1;1907;1950;"TA";707;"GasW";"TA";"N";"TA";0;NA;0;0;NA;0;NA;3;2010;0
"1560";"6048 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1910;1950;"TA";856;"GasA";"Gd";"Y";"TA";1;"Gd";2;450;"Fa";0;NA;6;2010;0
"1561";"10773 m2";"Reg";"AllPub";"Gtl";"1Story";3;1967;1967;"TA";1832;"GasA";"TA";"N";"TA";0;NA;0;0;NA;0;NA;5;2010;0
"1562";"7800 m2";"Reg";"AllPub";"Gtl";"1Story";7;1966;2008;"TA";864;"GasA";"Ex";"Y";"Gd";0;NA;1;416;"TA";0;NA;6;2010;0
"1563";"7832 m2";"Reg";"AllPub";"Gtl";"1Story";5;1968;1968;"TA";864;"GasA";"Ex";"Y";"TA";0;NA;1;280;"TA";0;NA;5;2010;0
"1564";"7424 m2";"IR1";"AllPub";"Gtl";"SFoyer";5;1978;1978;"TA";1319;"GasA";"TA";"Y";"TA";2;"TA";2;591;"TA";0;NA;5;2010;0
"1565";"11227 m2";"Reg";"AllPub";"Gtl";"2Story";5;1968;1968;"Gd";720;"GasA";"Ex";"Y";"TA";2;"TA";2;480;"TA";0;NA;3;2010;0
"1566";"20062 m2";"IR1";"AllPub";"Mod";"1Story";7;1977;2001;"TA";1420;"GasA";"Gd";"Y";"TA";2;"TA";2;690;"TA";0;NA;4;2010;0
"1567";"9259 m2";"Reg";"AllPub";"Gtl";"1Story";4;1927;1950;"TA";660;"GasA";"TA";"N";"TA";0;NA;2;440;"TA";0;NA;6;2010;0
"1568";"17082 m2";"IR1";"AllPub";"Mod";"2Story";5;1978;1992;"TA";1117;"GasA";"Ex";"Y";"Gd";1;"TA";2;522;"TA";0;NA;5;2010;0
